"model","year","transmission","mileage","fuelType","tax","mpg","engineSize","price"
20,2019,3,100,2,150,37.7,3,58898
3,2017,3,14997,2,145,51.4,3,20998
2,2016,3,14313,1,125,51.4,1.5,15498
5,2014,3,82681,2,30,62.8,2,9998
1,2017,1,37919,2,20,72.4,1.5,12498
1,2016,1,38276,2,20,70.6,1.5,12498
3,2017,1,21105,1,150,48.7,2,14498
3,2019,3,9091,2,150,52.3,2,27498
2,2017,3,25405,2,150,64.2,2,16498
1,2017,3,23699,1,200,39.8,3,21498
3,2019,3,7237,2,145,60.1,2,21998
3,2019,3,15002,2,145,48.7,2,26998
5,2018,3,19479,2,145,46.3,2,25998
3,2019,2,12249,2,145,62.8,2,22898
1,2019,2,10565,2,145,72.4,1.5,17498
3,2018,3,28180,1,145,48.7,2,20998
1,2017,3,40228,2,125,60.1,2,15498
5,2015,1,60529,2,30,65.7,2,11450
21,2016,3,26782,2,200,44.8,3,30998
17,2019,1,5687,1,150,41.5,1.5,21998
6,2015,3,51412,2,160,49.6,3,17498
3,2016,3,28762,2,160,51.4,3,18998
1,2016,2,30300,2,30,65.7,2,14998
9,2017,2,41949,3,140,470.8,0,19998
3,2017,3,16943,1,150,51.4,2,15998
3,2017,1,13309,1,150,48.7,2,14998
3,2019,3,7098,1,150,41.5,2,26498
4,2019,3,4125,2,145,50.4,3,31898
13,2016,3,26363,1,305,34,3,29998
2,2016,3,29139,1,205,39.8,3,19999
3,2016,3,44888,2,160,51.4,3,17998
3,2016,3,19125,2,150,53.3,3,18998
2,2017,1,12248,1,125,53.3,1.5,15998
2,2015,1,60891,2,20,68.9,2,9698
2,2018,3,7202,1,145,38.2,2,18498
5,2017,3,19864,2,145,65.7,2,22498
3,2016,3,58872,2,30,67.3,2,14498
16,2017,3,11000,2,150,55.4,2,19862
22,2019,2,5203,1,145,24.8,3,68898
5,2016,3,16555,2,160,51.4,2,19998
3,2017,3,19505,2,145,51.4,3,22998
18,2019,3,2451,2,145,54.3,2,35998
7,2019,3,17501,2,145,41.5,3,48898
17,2019,1,4174,2,145,48.7,2,24998
5,2019,3,4917,2,145,65.7,2,26898
1,2019,1,4100,1,150,41.5,1.5,21898
4,2016,3,22566,2,145,55.4,3,18500
1,2015,1,17846,1,300,35.3,3,16314
3,2019,3,10171,1,145,41.5,2,29998
5,2017,3,20279,3,135,156.9,2,25498
20,2016,2,14626,2,235,42.8,3,35498
3,2019,3,14793,2,145,48.7,2,27498
16,2016,3,20259,2,145,55.4,2,18998
3,2017,3,10305,2,145,56.5,3,21898
1,2016,1,22103,2,20,72.4,1.5,12498
3,2016,3,44600,2,145,56.5,3,16998
16,2017,3,19682,1,160,44.8,2,21498
1,2017,1,33094,2,20,72.4,1.5,13998
3,2019,3,9632,2,145,49.6,2,35998
3,2016,3,44635,2,0,74.3,2,12950
3,2017,3,26630,1,125,51.4,2,15127
3,2014,3,49500,2,30,62.8,2,11470
4,2014,1,22908,2,125,58.9,2,13991
3,2016,3,32382,2,200,49.6,3,19298
4,2019,3,16616,2,145,65.7,2,21998
3,2016,2,24709,2,145,53.3,3,18998
4,2016,3,36435,2,165,52.3,3,18498
3,2016,3,34860,1,125,54.3,1.5,13798
5,2016,2,28695,2,145,53.3,3,17998
16,2016,2,13085,2,145,55.4,2,19998
3,2018,3,16159,1,145,48.7,2,19998
4,2017,2,43111,2,145,65.7,2,17998
4,2017,2,13941,1,145,48.7,2,21998
4,2017,3,13273,2,145,65.7,2,19998
5,2018,3,24141,3,140,156.9,2,25998
19,2019,3,9064,2,150,42.8,2,33998
5,2018,3,26471,1,150,39.2,3,28998
5,2019,3,11871,2,150,62.8,2,27898
5,2017,3,20033,2,150,65.7,2,22998
1,2020,3,934,2,150,48.7,2,29998
4,2019,3,3214,2,150,65.7,2,24998
3,2019,3,11300,2,150,55.4,2,21998
4,2018,3,23358,2,145,65.7,2,20998
3,2016,3,66362,2,30,62.8,2,13998
4,2018,3,15600,2,145,65.7,2,21998
3,2018,3,25329,1,145,51.4,1.5,16291
3,2014,3,54335,2,30,62.8,2,11891
1,2015,3,45000,2,20,72.4,1.5,10991
3,2017,2,58080,3,0,134.5,2,17498
4,2017,3,8333,1,145,48.7,2,19998
5,2016,3,19218,2,30,62.8,2,17498
16,2016,2,13505,2,125,57.6,2,18797
3,2016,3,25513,2,145,56.5,3,16747
3,2017,2,16844,2,145,56.5,3,19047
3,2017,1,20829,1,145,48.7,2,14050
5,2016,3,44002,2,20,68.9,2,13991
1,2016,1,7000,2,30,65.7,2,14991
1,2016,1,24000,2,30,65.7,2,13491
1,2017,1,19167,2,20,68.9,2,12491
2,2015,1,46200,1,30,54.3,1.5,11679
3,2013,1,49102,2,125,57.6,2,10170
2,2017,3,18652,2,145,65.7,2,15750
1,2016,3,31453,2,20,67.3,2,13895
1,2018,1,18712,2,145,50.4,2,13295
5,2015,3,40750,2,160,50.4,3,17000
3,2015,1,61443,1,200,39.8,2,13000
2,2018,1,5898,1,145,42.2,1.5,16998
2,2015,3,24859,1,260,37.2,3,18998
2,2019,1,3935,1,150,40.9,1.5,16998
3,2017,3,23505,2,145,64.2,2,18995
2,2014,1,31289,2,30,62.8,2,11999
2,2014,1,31289,2,30,62.8,2,11999
2,2018,3,5346,1,145,39.8,1.5,17498
16,2017,3,32217,2,145,55.4,2,18998
3,2014,1,31826,2,125,57.6,2,12998
19,2016,3,62862,2,205,47.9,3,20998
3,2017,3,38328,1,150,51.4,2,14498
5,2018,3,30810,2,150,60.1,3,25998
1,2019,3,9739,2,145,67.3,2,19498
16,2017,3,28686,2,125,57.6,2,18998
2,2018,1,20001,1,150,50.4,1.5,14998
8,2019,2,4075,1,145,26.7,3,69898
3,2019,3,8765,1,145,41.5,2,29998
8,2019,3,3185,1,145,24.4,4.4,84898
13,2019,3,8124,1,145,34,3,44898
20,2016,2,12525,2,200,47.1,3,32998
5,2019,3,11675,2,145,56.5,3,30998
2,2018,3,5877,1,145,40.9,1.5,17998
3,2019,3,11917,2,150,52.3,2,25898
3,2019,3,1250,1,145,42.2,2,28898
3,2017,3,40238,2,145,53.3,3,19898
5,2017,3,11896,2,30,65.7,2,23898
1,2017,3,17640,2,145,65.7,2,17498
2,2016,1,16793,1,30,57.6,1.5,12498
3,2017,3,32000,2,145,62.8,2,17998
7,2018,3,22892,1,145,41.5,3,25998
8,2019,3,7903,2,145,38.2,3,67898
1,2017,3,16875,1,145,39.8,3,20498
4,2019,3,11032,2,145,65.7,2,21998
1,2018,1,5953,1,150,53.3,1.5,15498
1,2017,3,12102,2,0,78.5,1.5,13698
5,2017,3,13970,2,145,65.7,2,23998
6,2016,3,19366,1,260,36.7,3,22798
13,2018,3,7732,1,145,34,3,36498
16,2017,3,18798,2,145,55.4,2,19498
2,2017,3,30330,2,145,64.2,2,15998
4,2018,3,27198,2,145,65.7,2,19498
1,2017,1,28831,2,145,65.7,2,14498
16,2014,3,68647,2,160,52.3,2,9998
1,2017,3,20336,1,200,39.8,3,20250
6,2016,2,37868,2,160,51.4,3,18737
3,2017,2,17521,2,145,53.3,3,20498
3,2016,3,27985,3,0,134.5,2,17298
1,2014,1,53872,2,30,65.7,2,9460
3,2013,2,73271,2,145,55.4,3,10850
20,2015,2,43271,2,205,47.9,2,23491
2,2018,1,14534,2,145,57.7,1.5,16798
3,2019,2,9117,2,145,54.3,2,23498
5,2016,3,29823,2,160,51.4,3,17498
1,2015,3,67500,2,20,67.3,2,11950
19,2016,2,38900,2,145,54.3,2,21995
1,2016,3,40000,2,20,67.3,2,13950
3,2015,3,56000,2,145,56.5,2,15195
5,2014,3,51565,2,160,51.4,2,15495
17,2019,3,5743,1,145,38.7,2,23890
1,2016,1,68985,2,20,68.9,2,11498
3,2018,3,16149,1,145,51.4,1.5,17498
11,2019,3,25,1,145,29.1,3,48898
5,2017,3,20657,2,145,60.1,2,24498
16,2016,1,13612,2,125,60.1,2,16998
20,2019,3,10,2,145,37.7,3,58898
19,2020,3,2679,1,145,26.9,3,43898
1,2016,1,24997,1,260,36.2,3,18998
20,2019,3,7101,2,145,37.7,3,49998
2,2015,3,11711,1,260,37.2,3,19898
5,2017,3,46954,2,145,60.1,3,23898
13,2019,3,25,1,145,34,3,45898
1,2016,1,26447,1,300,35.3,3,17898
16,2016,3,26821,1,160,44.8,2,20998
1,2017,1,19217,1,150,52.3,1.5,15498
9,2017,2,41146,3,0,470.8,0,19998
3,2017,3,24059,2,150,53.3,3,19998
9,2017,2,10839,3,0,470.8,0,21898
3,2019,3,10707,2,150,52.3,2,26898
3,2019,3,10785,2,150,54.3,2,23298
3,2019,3,10035,1,145,41.5,2,29998
13,2019,3,5650,1,145,32.5,3,47898
2,2019,2,6375,2,145,61.4,2,23898
4,2019,3,6123,2,150,49.6,3,30898
6,2014,3,64215,2,160,49.6,3,17898
17,2019,3,3770,2,145,50.4,2,27898
20,2018,2,33012,1,150,29.1,4.4,36898
3,2017,3,30824,3,140,134.5,2,19898
13,2019,3,19322,1,150,34,3,40950
16,2017,1,34625,2,150,60.1,2,17900
4,2015,1,33755,1,160,44.8,2,13995
3,2013,1,56423,1,200,40.4,2,10200
5,2017,3,34779,2,150,62.8,2,21440
5,2016,3,45356,2,160,51.4,3,18385
4,2018,3,10291,2,150,65.7,2,21840
3,2015,3,57377,2,165,51.4,3,16480
5,2016,3,50492,2,30,62.8,2,15485
5,2019,3,16128,2,145,60.1,2,26798
3,2019,1,612,2,145,54.3,2,32995
4,2016,3,22254,1,200,41.5,3,23990
2,2016,3,20348,1,200,39.8,3,21490
18,2019,3,1704,2,145,54.3,2,39500
18,2019,3,105,2,145,54.3,2,39500
18,2019,3,2367,2,145,54.3,2,36900
17,2018,3,3391,2,145,61.4,2,23900
3,2018,3,17892,2,145,60.1,2,20000
22,2019,3,9200,2,145,31.4,3,74990
20,2019,3,10,2,150,37.7,3,54900
16,2017,3,36885,2,125,60.1,2,17790
6,2019,3,2500,1,150,42.8,2,32000
16,2017,3,5020,2,145,60.1,2,21998
1,2016,1,19188,2,20,70.6,1.5,13998
1,2019,1,5450,2,145,72.4,1.5,16500
3,2019,3,4650,2,145,47.9,3,34000
5,2019,3,4727,2,145,62.8,2,29000
3,2019,3,5400,2,145,49.6,2,32990
3,2019,1,5385,2,145,54.3,2,30000
7,2016,3,18190,1,200,40.4,3,33000
3,2019,3,7685,2,145,48.7,2,35000
1,2017,1,28133,2,145,65.7,2,14898
5,2019,3,5000,2,145,62.8,2,29998
4,2019,3,5000,1,145,48.7,2,28898
3,2019,3,16151,2,145,48.7,2,26498
20,2014,2,84512,2,205,47.9,2,18998
1,2013,1,57125,1,150,49.6,1.6,6998
17,2018,3,21150,1,145,38.7,2,22898
3,2016,2,13493,1,160,44.1,2,18898
16,2017,2,27490,2,145,57.6,2,19498
5,2019,3,7730,2,145,60.1,2,29898
1,2019,1,3000,1,145,41.5,1.5,25898
3,2019,1,5000,2,145,54.3,2,29998
3,2018,3,6425,1,145,48.7,2,21898
18,2019,3,6520,1,145,24.8,3,53898
3,2019,2,11603,2,145,52.3,2,23898
1,2019,3,11308,2,145,67.3,2,19598
1,2019,3,10974,2,145,48.7,2,18998
1,2016,3,35340,2,30,65.7,2,15498
4,2019,3,10013,2,145,49.6,3,29990
4,2019,3,6644,2,145,49.6,3,29990
1,2019,3,5354,2,145,48.7,2,33500
6,2018,3,21525,2,145,49.6,3,28495
16,2015,3,42530,2,125,57.6,2,16900
5,2019,2,1032,2,145,65.7,2,25500
17,2018,3,15093,2,145,58.9,2,23750
3,2019,3,5288,2,145,57.7,2,26390
4,2019,3,10996,2,145,60.1,2,25000
1,2019,1,6615,2,145,70.6,1.5,18990
1,2019,1,5379,2,145,70.6,1.5,18900
12,2017,3,14894,1,300,34,3,38000
17,2019,3,929,1,145,40.4,2,23000
3,2017,3,25212,2,145,62.8,2,19990
19,2019,3,3253,1,145,26.9,3,44000
4,2019,3,1400,2,145,65.7,2,27000
1,2019,3,4020,2,145,48.7,2,34990
16,2019,1,105,2,145,68.9,2,28500
16,2019,1,105,2,145,60.1,2,31490
16,2019,3,678,2,145,65.7,2,30900
16,2016,3,14542,2,125,60.1,2,19850
16,2016,1,19064,2,125,60.1,2,18490
5,2018,3,18327,2,145,60.1,3,27990
16,2019,1,1272,1,145,54.3,1.5,22500
19,2018,3,935,2,145,42.8,2,34000
16,2016,3,15605,2,125,60.1,2,19000
1,2019,3,5379,1,145,39.8,3,25490
18,2016,3,15989,2,145,54.3,2,21000
18,2016,3,43688,2,145,54.3,2,19490
2,2018,1,12792,2,150,51.4,2,16998
3,2017,3,17131,2,150,64.2,2,20898
19,2019,3,10792,2,150,42.8,2,33898
18,2017,3,12674,2,145,54.3,2,24500
2,2019,3,5058,1,145,50.4,2,22500
3,2018,3,13271,2,150,53.3,3,24990
10,2019,2,6000,3,140,141.2,1.5,67500
16,2016,3,13049,2,125,57.6,2,19295
2,2015,3,29809,2,20,68.9,2,14998
7,2019,3,5000,1,145,34.5,3,48898
2,2016,3,32274,1,125,51.4,1.5,14998
1,2013,3,41501,2,30,64.2,2,10998
3,2016,1,47274,1,200,41.5,2,13998
3,2016,3,45341,2,0,74.3,2,13498
18,2015,3,73312,2,145,54.3,2,16998
2,2019,2,3286,1,145,39.8,3,27500
2,2019,1,3266,1,145,52.3,1.5,22000
2,2019,1,2560,1,145,52.3,1.5,22000
2,2019,1,4067,1,145,52.3,1.5,21500
5,2019,3,5479,1,145,50.4,2,30000
5,2019,3,4971,2,145,55.4,2,36500
2,2019,1,3205,1,145,52.3,1.5,22990
3,2019,3,9503,2,145,49.6,2,32990
10,2017,2,36127,3,0,134.5,1.5,48898
16,2016,3,15537,1,165,44.8,2,20900
2,2016,1,7390,1,165,44.8,2,15490
1,2019,1,917,1,150,44.8,1.5,21900
1,2019,1,969,2,150,68.9,2,22900
7,2019,3,5113,2,145,44.1,3,47000
18,2019,3,11,2,145,54.3,2,33990
3,2017,3,21798,2,145,49.6,3,23500
3,2019,3,10300,2,145,55.4,2,22000
20,2019,3,5597,2,145,37.7,3,52500
5,2019,3,12209,2,145,62.8,2,26000
1,2019,3,1956,2,145,60.1,2,23000
3,2019,3,13125,2,145,52.3,2,24898
1,2016,1,20233,2,30,62.8,2,15498
1,2017,3,48972,2,150,65.7,2,14998
20,2017,2,28193,1,150,29.1,4.4,36898
7,2019,3,7200,2,150,42.2,3,46898
14,2019,3,4200,1,150,26.9,4.4,62898
4,2016,3,10000,2,160,52.3,3,21898
2,2018,3,1749,2,145,47.1,2,21498
3,2018,3,8344,2,145,53.3,3,25990
21,2019,3,7200,2,145,33.2,3,64900
4,2020,3,100,2,145,60.1,2,27490
4,2020,3,100,2,145,52.3,3,28990
4,2020,3,100,2,145,50.4,3,30750
3,2016,3,30271,2,145,53.3,3,16690
2,2017,3,25544,2,145,64.2,2,16998
5,2017,3,13373,2,145,65.7,2,23998
4,2019,3,17417,2,145,65.7,2,21998
2,2019,1,7201,1,150,42.8,1.5,16998
2,2017,3,23843,2,145,64.2,2,16798
3,2016,3,78980,2,30,70.6,2,11998
1,2019,1,6047,1,145,56.5,1.5,17998
3,2019,3,14320,2,145,54.3,2,23298
5,2017,3,13863,2,145,60.1,2,24298
2,2018,3,5600,2,145,49.6,2,19990
8,2019,3,8200,1,145,26.7,4.4,72990
7,2019,3,9931,2,145,44.1,3,42990
5,2013,3,55642,2,145,55.4,2,12791
1,2017,1,20847,1,145,52.3,1.5,14991
2,2016,1,16735,2,20,74.3,1.5,14498
3,2018,3,21879,1,150,51.4,1.5,16998
2,2016,3,21924,1,260,37.2,3,20990
3,2015,1,43574,1,200,39.8,2,15990
17,2019,3,10112,2,145,61.4,2,24500
19,2019,3,6250,2,145,42.8,2,35490
18,2019,3,3302,2,145,48.7,3,38900
3,2018,2,20461,2,145,60.1,2,17620
3,2017,3,27123,2,145,62.8,2,19991
2,2015,1,52656,2,30,62.8,2,11991
3,2016,3,26711,2,160,51.4,3,19998
3,2017,3,15931,1,125,51.4,2,15998
16,2016,1,10935,2,125,58.9,2,18998
3,2019,3,13268,2,145,48.7,2,26998
2,2019,3,6195,1,145,47.9,2,20498
2,2015,3,30738,2,20,68.9,2,11998
2,2019,3,4079,1,150,39.8,1.5,18498
18,2015,3,34348,2,150,55.4,2,14998
3,2018,3,14008,2,145,62.8,2,21998
1,2016,3,36523,1,205,39.8,3,18498
3,2015,3,47812,2,160,51.4,3,15998
24,2014,1,22080,1,205,41.5,2,13498
5,2015,3,41858,2,200,48.7,3,17998
19,2019,3,4231,2,150,42.8,2,33998
1,2019,1,12250,2,150,70.6,1.5,18998
1,2019,1,4100,1,150,41.5,1.5,21898
3,2018,2,2674,2,145,64.2,2,20140
4,2018,3,10990,2,145,65.7,2,22991
20,2015,2,62839,2,200,47.9,3,19991
1,2016,1,21076,1,300,35.3,3,16998
3,2017,1,51299,1,125,52.3,1.5,11498
2,2015,3,25970,2,125,58.9,2,14298
3,2019,3,11504,1,150,41.5,2,26498
1,2016,3,25253,1,125,54.3,1.5,14998
18,2015,3,58779,2,145,54.3,2,18298
5,2019,2,8722,2,145,60.1,2,27698
3,2015,1,32082,1,125,52.3,1.5,12498
24,2015,3,48444,1,200,41.5,2,13498
2,2019,3,1230,1,145,50.4,2,18298
2,2017,1,51493,1,30,55.4,1.5,10000
3,2015,1,37373,2,30,64.2,2,13991
3,2016,1,15082,1,200,41.5,2,17750
3,2018,3,18385,1,145,48.7,2,21490
16,2013,1,64698,2,160,51.4,2,7998
16,2016,1,14300,2,125,58.9,2,17998
4,2015,1,62477,2,30,62.8,2,13198
2,2017,3,24354,2,145,64.2,2,16498
21,2017,3,21756,2,145,47.1,3,30998
2,2019,3,8555,2,145,46.3,2,24998
3,2017,1,37323,2,150,67.3,2,13998
3,2013,1,68578,2,30,61.4,2,8490
4,2018,3,768,2,145,65.7,2,21500
2,2015,3,25180,2,20,68.9,2,15500
5,2017,3,30109,2,150,65.7,2,22000
3,2017,3,30355,2,145,64.2,2,18998
1,2017,3,18124,2,145,70.6,2,13995
18,2014,3,44000,2,165,50.4,2,14495
3,2013,1,83000,2,30,62.8,2,7495
18,2017,3,33275,2,150,54.3,2,20495
3,2019,3,4918,2,150,52.3,2,29998
2,2017,3,27811,2,145,64.2,2,16498
2,2017,3,19307,2,145,64.2,2,17498
2,2017,3,21809,2,145,64.2,2,17498
2,2017,3,25884,2,145,64.2,2,16798
18,2016,3,25574,2,145,54.3,2,20998
3,2018,3,4807,2,145,64.2,2,19998
18,2016,3,63589,2,145,54.3,2,16998
1,2016,1,22265,2,20,70.6,1.5,14298
1,2016,3,31879,2,0,78.5,1.5,12998
4,2017,3,64473,2,125,58.9,2,16998
2,2016,1,36250,2,30,65.7,2,11698
2,2015,3,19236,1,145,47.9,2,14498
16,2017,3,41384,2,145,55.4,2,18698
20,2015,2,31526,2,200,47.9,3,23421
3,2017,3,30963,2,145,53.3,3,21998
5,2018,3,31660,2,145,62.8,2,22498
2,2017,3,23752,2,145,64.2,2,17298
1,2015,1,38000,1,125,52.3,1.5,11995
5,2016,3,32298,2,30,62.8,2,16498
1,2015,2,35046,1,235,37.7,3,16990
3,2017,2,29184,2,145,51.4,3,19547
3,2016,2,46871,2,145,56.5,3,15230
1,2016,3,31179,1,235,37.7,3,17600
16,2016,2,47277,2,145,55.4,2,16597
3,2017,2,33443,2,145,53.3,3,20197
4,2016,2,39563,2,30,65.7,2,16380
3,2016,3,20923,2,20,70.6,2,14991
2,2018,2,12272,1,145,47.9,2,19995
1,2013,1,29000,1,145,48.7,2,9990
3,2017,3,34634,2,150,53.3,3,19995
16,2017,3,21700,2,145,55.4,2,19798
19,2019,3,14404,2,150,42.8,2,33998
3,2019,3,11249,2,150,52.3,2,24898
3,2016,3,27444,2,125,60.1,2,16500
3,2016,3,39750,2,165,51.4,3,16750
5,2016,3,43000,2,30,62.8,2,16250
3,2013,3,88000,2,125,57.6,3,11950
16,2017,3,23651,2,125,57.6,2,20498
2,2014,1,22086,2,125,58.9,2,13998
1,2019,3,10027,1,145,47.9,2,19998
2,2018,3,27542,1,145,39.8,3,22998
18,2016,3,34334,2,150,54.3,2,20000
16,2018,3,11570,1,150,44.8,2,23295
3,2019,3,2980,2,150,57.7,2,25990
3,2015,3,23338,1,205,41.5,3,19995
18,2019,3,7776,2,150,48.7,3,37900
5,2013,3,60611,2,125,60.1,2,10750
3,2013,3,66000,2,145,53.3,2,9995
20,2017,2,31536,2,200,47.1,3,30990
21,2016,3,32711,2,200,47.1,3,26990
2,2016,1,20565,2,0,74.3,1.5,12998
3,2015,3,27855,2,160,51.4,3,18498
16,2016,1,15413,2,125,58.9,2,17498
2,2017,1,29117,2,145,62.8,2,16498
4,2018,3,8524,2,150,52.3,3,23998
3,2013,3,51645,2,30,62.8,2,10298
3,2016,1,14518,2,125,58.9,2,16698
4,2016,2,39218,2,30,65.7,2,16807
5,2017,3,29337,2,125,60.1,2,17985
4,2016,2,13295,1,260,37.2,3,22495
3,2019,3,11751,1,145,42.2,2,26885
2,2015,1,41388,2,20,74.3,1.5,11495
4,2016,2,37032,2,125,58.9,2,17785
4,2015,3,34802,1,235,39.2,3,17495
2,2017,2,23295,1,200,39.8,3,18950
21,2018,2,35706,2,145,47.1,3,33450
1,2016,3,52562,2,0,78.5,1.5,10450
4,2014,1,27405,1,165,44.8,2,14450
2,2018,1,13052,2,145,64.2,2,16750
3,2017,3,19842,2,160,51.4,3,20990
3,2014,1,65077,2,30,61.4,2,10990
18,2013,3,26000,2,165,50.4,2,5299
3,2017,3,28173,3,0,134.5,2,18985
16,2018,2,12848,1,145,44.8,2,22995
2,2018,2,11805,3,135,135.5,1.5,19995
5,2017,2,17117,2,145,65.7,2,22995
3,2015,3,60210,2,125,58.9,2,11750
4,2018,3,24118,2,150,65.7,2,21990
4,2014,3,60212,2,125,58.9,2,14750
1,2013,3,38748,1,235,37.7,3,13990
5,2018,2,23891,2,145,68.9,2,22990
5,2018,3,30500,2,145,68.9,2,22750
3,2014,1,51030,2,30,62.8,2,10450
3,2013,3,54073,2,125,57.6,3,12990
13,2017,3,20750,1,300,34,3,34950
16,2015,1,43877,2,165,51.4,2,9990
4,2014,3,43000,2,150,56.5,2,14990
3,2015,3,54695,2,125,58.9,2,13350
3,2017,1,25345,1,150,48.7,2,13995
5,2014,3,80500,2,125,57.6,2,13995
6,2017,2,25338,2,200,49.6,3,23750
3,2015,2,57855,1,200,43.5,2,11490
19,2014,2,67975,2,200,47.9,3,17450
21,2018,3,4015,2,145,47.1,3,36498
3,2018,3,20369,2,145,60.1,2,21498
3,2013,1,27000,2,30,61.4,2,10995
20,2017,2,22306,2,145,47.1,3,32498
4,2015,3,21803,2,165,49.6,3,19898
7,2017,3,34017,2,125,57.6,3,26998
5,2016,1,69850,2,30,65.7,2,11995
1,2013,1,71797,2,30,65.7,2,8295
3,2018,3,21010,2,150,62.8,2,18995
6,2016,3,30252,2,200,49.6,3,22495
3,2017,3,29999,2,145,64.2,2,18495
4,2017,2,33683,2,30,65.7,2,18495
20,2013,2,64979,2,200,45.6,3,21990
16,2017,3,36687,2,125,57.6,2,17990
4,2015,1,73581,2,30,62.8,2,13490
3,2015,2,37087,2,125,61.4,2,13990
20,2014,2,38000,2,200,45.6,3,20490
5,2016,3,32998,2,125,60.1,2,16460
3,2015,2,34089,2,160,51.4,3,17190
3,2014,3,63592,2,125,60.1,2,12795
3,2019,3,14572,2,145,48.7,2,26998
6,2019,2,9000,2,145,42.2,2,52500
16,2017,3,22000,2,145,65.7,2,16995
16,2017,1,33600,2,150,68.9,2,14995
16,2016,1,25000,2,125,58.9,2,17495
5,2014,3,42313,2,145,55.4,3,14995
19,2018,3,14777,2,145,42.8,2,33998
3,2018,3,1426,1,145,41.5,3,26998
15,2016,3,26642,1,555,28.5,4.4,35898
16,2016,3,26098,2,125,57.6,2,18998
3,2014,3,41419,1,200,42.2,2,14498
16,2017,3,27720,2,125,57.6,2,18898
18,2015,3,34104,2,145,54.3,2,20898
1,2019,3,14720,2,145,67.3,2,21898
5,2017,3,11303,2,145,65.7,2,22898
5,2016,1,85635,2,30,65.7,2,10990
4,2016,3,73921,2,160,51.4,3,15790
4,2015,2,67958,2,160,51.4,3,15990
5,2016,2,61989,2,20,68.9,2,13695
4,2016,1,43052,2,30,62.8,2,14495
1,2015,2,31384,2,30,65.7,2,12950
3,2015,3,55024,2,30,62.8,2,14490
3,2015,1,59020,2,125,57.6,2,10570
20,2015,2,69358,2,200,47.1,3,24020
18,2014,3,33655,2,165,50.4,2,13995
3,2015,1,85515,2,20,68.9,2,10000
2,2018,2,7460,2,145,47.1,2,19491
18,2014,2,51362,2,145,54.3,2,15590
16,2016,1,22197,2,125,58.9,2,17190
1,2017,3,19479,1,200,39.8,3,20998
1,2017,3,24999,1,200,39.8,3,20998
2,2015,1,22812,2,20,74.3,1.5,12198
2,2016,3,24790,1,265,37.2,3,19500
6,2017,3,18895,2,145,51.4,3,25998
4,2019,3,2145,2,145,58.9,2,29898
1,2015,1,25640,2,30,62.8,2,14498
1,2019,3,11804,2,145,70.6,2,17898
3,2019,3,12226,2,145,62.8,2,22898
3,2019,3,13004,2,145,67.3,2,22198
1,2016,3,21914,2,30,65.7,2,15998
2,2019,2,8177,3,135,148.7,1.5,20898
3,2015,3,47742,2,30,67.3,2,11990
3,2018,2,20610,1,145,48.7,2,19940
3,2019,3,3941,1,145,41.5,2,29998
1,2017,3,12453,1,145,39.8,3,21998
3,2017,1,26575,2,30,64.2,2,16098
3,2017,3,42114,1,125,51.4,1.5,15298
1,2016,1,18824,2,20,70.6,2,12995
5,2018,2,17280,2,145,68.9,2,23750
3,2017,3,17347,3,140,134.5,2,19999
1,2015,3,46242,2,30,62.8,2,12299
1,2018,1,14164,1,145,46.3,2,16998
1,2016,3,11239,2,20,68.9,1.5,15998
2,2019,3,5045,2,145,51.4,2,19498
2,2018,3,7762,1,150,50.4,1.5,18998
3,2015,3,92308,2,150,54.3,3,13795
3,2015,3,57209,2,125,61.4,2,12495
16,2016,3,47027,2,145,55.4,2,17750
2,2017,1,10511,2,150,68.9,2,14600
3,2017,3,16965,1,145,46.3,2,17901
13,2015,1,37538,1,325,32.1,3,29197
3,2019,3,21544,1,145,42.2,2,25690
1,2017,1,32015,2,145,68.9,2,14179
3,2016,3,41200,2,150,53.3,3,18656
2,2019,2,3479,3,135,113,1.5,24690
3,2018,3,12008,1,145,48.7,2,21690
3,2017,3,23715,2,150,65.7,2,15995
1,2017,3,31544,1,145,39.8,3,20995
1,2017,3,31544,1,145,39.8,3,20995
5,2014,1,65000,2,125,57.6,2,11495
16,2017,1,24485,2,125,58.9,2,17795
5,2013,3,83000,2,125,57.6,2,10495
19,2017,3,35000,2,150,54.3,2,22995
3,2018,1,37025,2,150,67.3,2,16195
3,2015,3,59204,2,200,49.6,3,15695
4,2017,3,20398,2,145,50.4,3,24000
4,2017,3,19151,2,145,65.7,2,20387
4,2016,3,29958,2,30,65.7,2,19737
4,2017,3,16448,2,145,65.7,2,20910
4,2017,3,8161,2,145,65.7,2,21170
1,2016,1,34281,2,20,70.6,1.5,14015
4,2016,3,21972,2,30,65.7,2,19881
3,2019,3,5714,2,145,52.3,2,25990
4,2016,1,29564,2,30,62.8,2,16995
20,2016,2,36804,2,235,42.8,3,32995
3,2017,3,58081,2,145,64.2,2,16485
1,2016,1,37500,2,20,72.4,1.5,10985
5,2017,3,17231,2,145,53.3,3,23498
3,2015,3,52385,1,165,47.1,2,11995
1,2016,3,42565,2,30,62.8,2,13995
15,2016,3,19000,1,555,27.4,4.4,36995
4,2017,3,13543,2,160,50.4,3,24995
20,2015,2,43344,2,200,47.1,3,25995
4,2015,1,42348,1,200,40.4,2,13495
20,2015,2,41622,2,200,47.9,3,22995
